Date,Rainfall,Flow,Level,Soil_Moisture,Tmax,Humidity,Reservoir_Level,DOY,Flood_Event,Drought_Event,Basin_Alteration,Flow_lag1,Rainfall_lag1,Flow_lag3,Rainfall_lag3,Flow_lag7,Rainfall_lag7,Flow_lag14,Rainfall_lag14,Flow_mean_7d,Rainfall_mean_7d,Flow_mean_14d,Rainfall_mean_14d,Flow_mean_30d,Rainfall_mean_30d,DOY_sin,DOY_cos,Flow_std_7d,Flow_change
2000-01-30,0.0,62.57663128768374,834.2472791675636,0.39691165309407384,22.084947886194254,79.1040454726057,83.29909870065518,29,0,1,0,101.73194881575623,4.232905849729414,130.41719034292814,0.0,80.17578217684877,0.6669249012050464,125.22368986191027,0.6775280713607434,95.50970931726918,2.97674627668748,99.93910146161417,2.709427040871938,131.61661343713365,5.856255125708668,0.47873384011578846,0.8779600847008882,28.9698976447318,-39.15531752807249
2000-01-31,4.2824811055938445,98.35381871309991,847.8588617032306,0.3294059236482602,25.359338225524684,67.29387890767596,77.49265584885671,30,0,0,0,62.57663128768374,0.0,117.9291377922628,2.961400694017616,110.48750660899093,1.4021469740780348,120.05939182291414,1.783699672954877,93.77632533214191,3.388222581189738,98.38870338234172,2.887911428917579,125.16906540679152,5.8058980293156,0.4937755501599772,0.869589389346611,28.279120753486716,35.77718742541617
2000-02-01,0.0,95.71191941539948,850.513252530789,0.38529070877254146,25.260960011344192,66.18873390218154,86.71310625694127,31,0,0,0,98.35381871309991,4.2824811055938445,101.73194881575623,4.232905849729414,94.24563491857067,2.4761645220195554,99.379006842125,4.66142023390671,93.98579454597458,3.034484792329802,98.12676856614704,2.5549528407813855,119.01492426696662,4.94248586700792,0.5086709438521044,0.8609610158889943,28.288605347525,-2.6418992977004336
2000-02-02,0.0,89.92543216614641,846.59765033647,0.3702548080553777,25.668194509265305,71.44295061384938,78.260265528382,32,0,0,0,95.71191941539948,0.0,62.57663128768374,0.0,51.179915454691766,9.764605896967739,79.7695394409406,3.0659673423845524,99.52086836189667,1.639541092762982,98.85218947509031,2.335955173468203,111.91978999371511,4.537814979934222,0.5234156073655503,0.8520775211013093,21.49090938781704,-5.786487249253071
2000-02-03,20.23916531318518,96.78606551351506,846.5661155974931,0.4422840020474627,25.41338650477247,76.94074699096808,65.96650117343728,33,0,0,0,89.92543216614641,0.0,98.35381871309991,4.2824811055938445,130.41719034292814,0.0,134.1517597829748,1.1305233199259224,94.7164219576948,4.530850423218007,96.18321131298605,3.700858172986721,110.48867419279934,4.922555276652303,0.5380051715382996,0.8429415373547828,16.645683203162047,6.860633347368648
2000-02-04,23.305973288276135,91.8294725290523,846.5288147390298,0.40291122112560623,26.393293031315448,79.12671416484284,81.56832232415528,34,0,0,0,96.78606551351506,20.23916531318518,95.71191941539948,0.0,117.9291377922628,2.961400694017616,103.71597808426763,5.78621916501767,90.98789834866473,7.43721793668351,95.33417520189924,4.952269181790897,107.50216940009646,5.614747046951118,0.5524353131676196,0.8335557718385699,13.131791565165187,-4.956592984462759
2000-02-05,9.454898191612108,110.1273420333816,854.9611993456265,0.35909985150804974,24.653629872841158,67.34096513913357,88.35674188756788,35,0,0,0,91.8294725290523,23.305973288276135,89.92543216614641,0.0,101.73194881575623,4.232905849729414,113.32799709164313,0.0,92.18724023689694,8.183216842666752,95.10555698345198,5.627619052620333,106.38000624304688,5.852163340440088,0.5667017562911176,0.8239230057575542,14.580114515054523,18.2978695043293
2000-02-06,0.0,142.63817322105388,872.5702557978769,0.3906019455776488,25.495124113408615,59.410249900683816,88.28265480100805,36,0,0,0,110.1273420333816,9.454898191612108,96.78606551351506,20.23916531318518,62.57663128768374,0.0,80.17578217684877,0.6669249012050464,103.62460337023552,8.183216842666752,99.56715634375236,5.579981559677115,107.13473935060307,5.810515302126104,0.5808002734538009,0.8140460935082178,18.386108815055284,32.51083118767228
2000-02-07,0.0,117.46752841464306,858.2872210304549,0.33598320320925584,24.37590681402259,74.66826172832393,89.65876070535569,37,0,0,0,142.63817322105388,0.0,91.8294725290523,23.305973288276135,98.35381871309991,4.2824811055938445,110.48750660899093,1.4021469740780348,106.35513332759881,7.5714338275819175,100.06572932987036,5.479828204385827,108.26323281011797,5.255235145562704,0.5947266869607634,0.8039279618328213,18.885394842316206,-25.17064480641082
2000-02-08,5.168785910357821,130.62240156112193,864.6967083292375,0.32287187673038714,24.08276429249996,80.80413079911614,77.78534274013896,38,0,0,0,117.46752841464306,0.0,110.1273420333816,9.454898191612108,95.71191941539948,0.0,94.24563491857067,2.4761645220195554,111.34234506270202,8.309831814775892,102.66406980433831,5.672158303552847,108.68455264858522,5.170133458225643,0.6084768701151261,0.7935716089521474,20.17203166516604,13.154873146478877
