timestamp,rainfall,temperature,humidity,wind_speed,pressure,water_level,flow_rate,upstream_level,flood_event
2020-01-01 00:00:00,2.3463404498842957,23.80605142655785,58.546505776861146,4.769117427003122,1011.0611953859188,2.139734970979594,102.46838126694449,2.4233415932921014,0
2020-01-01 01:00:00,15.050607154587606,20.22656385041322,63.47397486434762,7.3844784655775175,1008.6111134678209,2.6976455212532535,156.73599339551214,3.153788522635218,0
2020-01-01 02:00:00,6.583728467727247,24.18990367696525,50.11997181997059,5.667147227872517,1013.0226464552578,3.278255764251948,165.00232538530548,3.582485900874348,0
2020-01-01 03:00:00,4.564712768879766,26.84846520533108,58.528072492319886,11.745061343140396,1016.4869373935596,3.3339093700642195,153.14574079607655,3.6427610874981338,0
2020-01-01 04:00:00,0.8481243523117314,26.103950110408093,58.009374462401304,26.42861856840921,1009.3716619855849,3.665515004275139,186.38782615548465,3.855312953149791,0
2020-01-01 05:00:00,0.847981459573026,25.892235348581536,61.84827033621654,13.475830088091278,1012.8139107066811,3.629655566743768,188.08466073576784,4.000292362530564,0
2020-01-01 06:00:00,0.29919384304340335,24.48304877921348,63.3276047863701,23.67980079691744,1009.6131888563912,3.5545430167622607,177.6334352529054,3.816468280413947,0
2020-01-01 07:00:00,10.056154322399697,22.492146418384948,65.5982844882806,12.843848476697243,1014.0467716509381,4.101118797841067,195.77690323446265,4.272709310927117,1
2020-01-01 08:00:00,4.595410768136323,26.08796901610559,62.37642656299959,6.850568812136425,1010.2530830802502,4.178583141697022,206.3056315432509,4.357654775391294,1
2020-01-01 09:00:00,6.156250308522951,23.395989205299635,47.89257373370835,11.739580390604416,1009.3024471435298,4.646189097608594,239.71593646845403,5.073184388484984,1
2020-01-01 10:00:00,0.10399653999569311,29.439918711432192,50.61532894258915,18.90319299738854,1009.6001665253399,4.549116216648956,239.0736428460057,4.996136080926368,1
2020-01-01 11:00:00,17.51778737579156,26.219912043782948,54.53592380536327,19.147812981606194,1015.5166438692278,5.0958360730640955,275.90148317769246,5.483250604662405,1
2020-01-01 12:00:00,8.932147716773375,23.924773363778982,57.17759408076771,7.123313159784605,1012.5162529733482,5.094073393004823,248.3279903970124,5.365859723631305,1
2020-01-01 13:00:00,1.1934381262447349,23.870471771643054,70.50774290472114,11.265918478496495,1010.8578913499998,4.664252830902043,226.10478655908747,5.093779421768941,1
2020-01-01 14:00:00,1.0033949437483167,24.914526102757154,48.37061013147087,2.8536656016442743,1014.307022512736,4.653766122338444,235.68242549709709,4.9753700640961025,1
2020-01-01 15:00:00,1.0130571141612852,24.628582869845612,56.425849518293,14.123343123457149,1010.9274189126618,4.686199902150415,249.45479808510342,5.118678084679933,1
2020-01-01 16:00:00,1.8137686473023855,27.348426407504757,69.5300949821405,17.766773495279473,1018.6325894684285,4.671107278236036,245.20269433293495,5.0241103379679455,1
2020-01-01 17:00:00,3.7196391543042724,25.49476327944985,57.00122525503388,10.198997270580081,1008.1306692315337,4.863222241454766,229.21637851000511,5.1938753606082715,1
2020-01-01 18:00:00,2.8276853339016834,23.665839482933034,64.60415649842824,6.663079728199359,1012.0651424359136,4.357395703640617,211.17984085763382,4.7632085155836075,1
2020-01-01 19:00:00,1.7211149627697075,28.917156285431695,,11.800654756387814,1005.976173891665,4.342317479598783,207.98441824920744,4.764094060267354,1
